name,oblast,latitude,longitude
Теребля,Закарпатська область,48.1128,23.5954
Ірміно,Луганська область,48.599,38.5882
Теплик,Вінницька область,48.6654,29.7448
Бессарабське,Одеська область,46.1876,29.1464
Тарасівка,Закарпатська область,48.2087,23.8093
Талалаївка,Чернігівська область,50.9578,31.9209
Талаківка,Донецька область,47.185,37.7212
Тахтаулове,Полтавська область,49.6612,34.5342
Табаки,Одеська область,45.7267,28.6069
Святогірськ,Донецька область,49.041,37.5719
Світлогірське,Полтавська область,48.8897,34.0712
Сваричів,Івано-Франківська область,48.9591,24.1894
Катлабуг,Одеська область,45.5817,28.9818
Сурсько-Михайлівка,Дніпропетровська область,48.2744,34.7266
Супрунівка,Полтавська область,49.5778,34.4404
Суховоля,Львівська область,49.8243,23.8377
Степногірськ,Запорізька область,47.5902,35.364
Стила,Донецька область,47.6965,37.8456
Стройне,Закарпатська область,48.5241,23.038
Стрілецький Кут,Чернівецька область,48.3319,25.8204
Стрілеча,Харківська область,50.3011,36.3989
Страбичово,Закарпатська область,48.3899,22.5494
Стіжківське,Донецька область,48.1186,38.4669
Сторожниця,Закарпатська область,48.604,22.2327
Стецева,Івано-Франківська область,48.5264,25.5741
Стеблівка,Закарпатська область,48.0902,23.4239
Стеблів,Черкаська область,49.4016,31.0956
Стайки,Київська область,50.0782,30.9038
Стасі,Полтавська область,49.7461,34.5697
Старий Крим,Донецька область,47.1611,37.4881
Старі Трояни,Одеська область,45.6726,29.1787
Старі Кути,Івано-Франківська область,48.2794,25.163
Старі Бросківці,Чернівецька область,48.2391,25.7467
Старий Білоус,Чернігівська область,51.4918,31.2125
Старе Село,Львівська область,49.7077,24.1933
Старомихайлівка,Донецька область,47.9926,37.5858
Старокозаче,Одеська область,46.3358,29.9888
Старичі,Львівська область,49.98,23.5585
Стара Збур’ївка,Херсонська область,46.4723,32.4237
Стара Ушиця,Хмельницька область,48.5943,27.0749
Стара Некрасівка,Одеська область,45.3372,28.9232
Станівці,Чернівецька область,48.0833,26.0667
Стальнівці,Чернівецька область,48.3039,26.5528
Середнє Водяне,Закарпатська область,47.9829,23.909
Середнє,Закарпатська область,48.5401,22.5044
Спаське,Дніпропетровська область,48.6577,35.0497
Сосниця,Чернігівська область,51.5239,32.4999
Солотвино,Закарпатська область,47.9473,23.8743
Солотвин,Івано-Франківська область,48.7063,24.4216
Солонка,Львівська область,49.7562,24.0103
Соколівка,Івано-Франківська область,48.2941,25.0028
Сокиряни,Чернівецька область,48.4491,27.4114
Сокирниця,Закарпатська область,48.1223,23.4
Сокільники,Львівська область,49.7816,23.9815
Софіївка,Дніпропетровська область,48.0473,33.8724
Софіївка,Автономна республіка Крим,45.0946,34.0013
Снятин,Івано-Франківська область,48.4488,25.5599
Смоліне,Кіровоградська область,48.6013,31.3129
Слобідка,Одеська область,47.8837,29.344
Слобода,Сумська область,51.1981,33.6069
Славгород,Дніпропетровська область,48.0995,35.5172
Слатине,Харківська область,50.2104,36.1538
Скельки,Запорізька область,47.44,35.1242
Скалат,Тернопільська область,49.4254,25.976
Скала-Подільська,Тернопільська область,48.8501,26.2006
Сиваське,Херсонська область,46.385,34.5468
Ситківці,Вінницька область,48.9093,29.1987
Сімеїз,Автономна республіка Крим,44.4065,34.007
Шумськ,Тернопільська область,50.1178,26.1179
Шпиків,Вінницька область,48.7841,28.5636
Шолохове,Дніпропетровська область,47.6916,33.9897
Шкло,Львівська область,49.9567,23.5441
Ширяево,Одеська область,47.3848,30.1907
Широке,Закарпатська область,48.2206,23.1133
Широке,Дніпропетровська область,47.6855,33.2615
Шипинці,Чернівецька область,48.376,25.7502
Шилівці,Чернівецька область,48.4262,26.2027
Шевченкове,Одеська область,45.5549,29.3335
Щербинівка,Донецька область,48.3949,37.791
Щебетовка,Автономна республіка Крим,44.9385,35.1583
Шаровечка,Хмельницька область,49.4173,26.9202
Шаргород,Вінницька область,48.7356,28.0846
Шаланки,Закарпатська область,48.2275,22.882
Шабо,Одеська область,46.1266,30.3857
Шабельківка,Донецька область,48.7529,37.4923
Сергіївка,Одеська область,46.0251,30.3683
Середина-Буда,Сумська область,52.1889,34.0361
Серебрія,Вінницька область,48.4556,27.7163
Сердите,Донецька область,48.0405,38.3929
Сентянівка,Луганська область,48.6704,38.7541
Семиполки,Київська область,50.7263,30.9344
Сімейчине,Луганська область,48.3264,39.5337
Семенівка,Чернігівська область,52.1786,32.5818
Семенівка,Полтавська область,49.5966,33.1794
Сільце,Закарпатська область,48.2908,22.9907
Селезнівка,Луганська область,48.3927,38.7876
Сілець,Львівська область,50.2971,24.2046
Селещина,Полтавська область,49.4588,34.835
Сєдове,Донецька область,47.0787,38.1537
Сатанів,Хмельницька область,49.2548,26.2542
Сасово,Закарпатська область,48.092,23.0747
Сарата,Одеська область,46.0206,29.6644
Сафяни,Одеська область,45.4027,28.8777
Саджавка,Івано-Франківська область,48.5673,24.7997
Садки,Полтавська область,49.0054,33.4718
Ржавинці,Чернівецька область,48.5066,26.0772
Рихтичі,Львівська область,49.3875,23.5634
Ружин,Житомирська область,49.7218,29.2187
Руське Поле,Закарпатська область,48.0573,23.5351
Руська Поляна,Черкаська область,49.417,31.9201
Руська Лозова,Харківська область,50.1421,36.2861
Рудно,Львівська область,49.8333,23.9
Руденківка,Полтавська область,49.3253,34.4049
Рожнятів,Івано-Франківська область,48.9397,24.1563
Розділ,Львівська область,49.462,24.0624
Розтоки,Закарпатська область,48.0662,24.2905
Росошани,Чернівецька область,48.3991,27.002
Розкішна,Київська область,49.369,30.194
Розкішне,Луганська область,48.4896,39.2788
Ропча,Чернівецька область,48.1144,25.768
Ромодан,Полтавська область,49.9913,33.3263
Романківці,Чернівецька область,48.4842,27.2141
Рокосово,Закарпатська область,48.2083,23.1785
Родинське,Донецька область,48.3541,37.2064
Родакове,Луганська область,48.5589,39.0252
Ременів,Львівська область,49.9524,24.2092
Рідківці,Чернівецька область,48.339,26.0734
Речка,Івано-Франківська область,48.2803,24.9333
Райгородок,Донецька область,48.9021,37.7247
Розсипне,Донецька область,48.1497,38.5762
Рашівка,Полтавська область,50.2256,33.889
Раків Ліс,Волинська область,51.6217,24.9243
Ракошино,Закарпатська область,48.4663,22.5969
Рокитне,Чернівецька область,48.3298,26.1904
Радушне,Дніпропетровська область,47.8155,33.5102
Раденськ,Херсонська область,46.5486,32.9279
Радча,Івано-Франківська область,48.8508,24.656
Пужайкове,Одеська область,48.1088,29.8275
Путила,Чернівецька область,47.9934,25.0876
Пуща-Водиця,Київ,50.5386,30.3557
Протопопівка,Кіровоградська область,48.7456,33.0419
Просяна,Дніпропетровська область,48.1137,36.3717
П'ятипілля,Донецька область,48.0159,38.0998
Привілля,Луганська область,49.0056,38.2988
Привільне,Миколаївська область,47.4934,32.297
Пришиб,Запорізька область,47.2561,35.3243
Приморське,Запорізька область,47.6449,35.2907
Прилиманське,Одеська область,46.4237,30.6145
Приколотне,Харківська область,50.1627,37.3452
Приборжавське,Закарпатська область,48.3449,23.225
Потелич,Львівська область,50.208,23.5467
Порошково,Закарпатська область,48.6683,22.7533
Пороги,Івано-Франківська область,48.6849,24.2516
Попівка,Полтавська область,49.4516,35.178
Попільня,Житомирська область,49.9532,29.4526
Понінка,Хмельницька область,50.1841,27.5282
Помічна,Кіровоградська область,48.2398,31.4087
Покровське,Дніпропетровська область,47.9813,36.2345
Покотилівка,Харківська область,49.9134,36.1751
Погреби,Київська область,50.5545,30.6445
Подвірне,Чернівецька область,48.2985,26.6202
Підвиноградів,Закарпатська область,48.1384,22.973
Подоли,Харківська область,49.6913,37.6777
Підлипне,Сумська область,51.198,33.2116
Підгородна,Миколаївська область,48.1085,30.8894
Підбуж,Львівська область,49.3319,23.2512
Почаїв,Тернопільська область,50.0041,25.5093
Побузьке,Кіровоградська область,48.1595,30.5925
Пнів,Івано-Франківська область,48.6149,24.5278
Плавні,Одеська область,45.3963,28.5824
Коктебель,Автономна республіка Крим,44.9646,35.2477
Плахтіївка,Одеська область,46.095,29.7189
Піонерське,Автономна республіка Крим,44.8808,34.2019
Петрівське,Харківська область,49.1742,36.8955
Буялик,Одеська область,46.9106,30.7203
Петропавлівка,Дніпропетровська область,48.4635,36.4306
Петродолинське,Одеська область,46.4338,30.4038
Петриків,Тернопільська область,49.5278,25.581
Петранка,Івано-Франківська область,48.9053,24.3062
Піски-Радьківські,Харківська область,49.2667,37.6067
Піски,Полтавська область,50.3727,33.4546
Піщанка,Вінницька область,48.2125,28.8806
Авдіївське,Донецька область,48.0999,37.5952
Первомайське,Автономна республіка Крим,45.7174,33.856
Первомайський,Донецька область,47.9733,38.79
Кварцитне,Житомирська область,51.3931,28.8711
Мангуш,Донецька область,47.0562,37.3119
Вишневе,Одеська область,45.4816,29.0463
Перевальне,Автономна республіка Крим,44.8484,34.3127
Перещепине,Дніпропетровська область,49.0251,35.3689
Пересічна,Харківська область,50.0245,35.9787
Пересадівка,Миколаївська область,47.1135,32.1908
Перебиківці,Чернівецька область,48.587,26.1382
Печеніжин,Івано-Франківська область,48.5167,24.8832
Павлиш,Кіровоградська область,48.923,33.3608
Павлівка,Вінницька область,49.4429,28.4645
Павлівка,Кіровоградська область,48.9894,33.2686
Павлівка,Одеська область,45.961,29.4886
Рикове,Херсонська область,46.3307,34.7486
Партизанське,Автономна республіка Крим,44.8338,34.0847
Пархомівка,Харківська область,50.123,35.0056
Лиманівка,Харківська область,48.9376,36.2772
Пантелеймонівка,Донецька область,48.2015,37.9739
Пантаївка,Кіровоградська область,48.6769,32.898
Панка,Чернівецька область,48.1743,25.648
Ожидів,Львівська область,49.9609,24.8141
Озерне,Житомирська область,50.1782,28.7338
Озерне,Одеська область,45.4056,28.6686
Отинія,Івано-Франківська область,48.7379,24.8611
Остриця,Чернівецька область,48.2579,26.0519
Осички,Одеська область,48.1329,30.0282
Ошихліби,Чернівецька область,48.4234,25.7048
Оржиця,Полтавська область,49.7895,32.6979
Оржів,Рівненська область,50.7523,26.1191
Орлянське,Запорізька область,47.3339,35.0987
Орлівка,Одеська область,45.3166,28.4405
Оріхівка,Одеська область,45.8068,28.9034
Кайгадор,Автономна республіка Крим,44.964,35.3558
Опришени,Чернівецька область,48.0533,26.027
Опішня,Полтавська область,49.9595,34.6063
Онок,Закарпатська область,48.2245,23.0038
Вільшани,Харківська область,50.0544,35.8823
Ольшанське,Миколаївська область,47.1724,31.765
Вільшана,Черкаська область,49.2171,31.2177
Вільховець,Черкаська область,49.0363,30.8877
Олешник,Закарпатська область,48.1653,22.9625
Олешин,Хмельницька область,49.4706,26.938
Оленівка,Донецька область,47.8272,37.6598
Оброшине,Львівська область,49.7833,23.8667
Обертин,Івано-Франківська область,48.6995,25.169
Новий Світ,Донецька область,47.8067,38.021
Новий Стародуб,Кіровоградська область,48.5149,33.1713
Новий Корець,Рівненська область,50.6148,27.1416
Нові Трояни,Одеська область,45.943,28.8595
Нові Білокоровичі,Житомирська область,51.1155,28.0546
Новий Биків,Чернігівська область,50.6006,31.6723
Нове Давидково,Закарпатська область,48.4408,22.6229
Дубки,Автономна республіка Крим,44.9358,34.0236
Нововоронцовка,Херсонська область,47.505,33.9232
Нововасилівка,Запорізька область,46.8256,35.756
Новосвітлівка,Луганська область,48.4928,39.507
Новоселиця,Чернівецька область,48.4335,26.989
Новосільське,Одеська область,45.3342,28.5717
Новоселівка,Одеська область,46.0024,29.6146
Новосілки,Київська область,50.3122,30.0754
Мамаївці,Чернівецька область,48.3472,25.8275
Новоселиця,Хмельницька область,50.0703,27.5195
Новоселиця,Закарпатська область,48.1661,23.7577
Айдар,Луганська область,49.5332,39.1185
Новопетрівське,Миколаївська область,47.2127,31.8057
Новопетрівка,Одеська область,47.035,29.8867
Новомиколаївка,Дніпропетровська область,48.5613,34.3755
Новомиколаївка,Запорізька область,47.1247,35.2598
Новомиколаївка,Запорізька область,46.89,35.2097
Новогригорівка,Херсонська область,46.408,34.9807
Новофедорівка,Херсонська область,46.1748,32.3177
Новодружеськ,Луганська область,48.9635,38.352
Новоданилівка,Запорізька область,46.6457,35.0249
Новоамвросіївське,Донецька область,47.8332,38.5005
Нью-Йорк,Донецька область,48.3303,37.8411
Нове Місто,Черкаська область,48.9811,29.8281
Нова Збур’ївка,Херсонська область,46.4546,32.4528
Нова Прага,Кіровоградська область,48.5687,32.9043
Нова Некрасівка,Одеська область,45.3553,28.6972
Нова Маячка,Херсонська область,46.5994,33.2243
Нова Іванівка,Одеська область,45.9155,29.081
Нова Галещина,Полтавська область,49.1705,33.7561
Гузіївка,Луганська область,49.1279,38.6052
Мирне,Запорізька область,46.7183,35.2643
Нова Ушиця,Хмельницька область,48.837,27.2711
Низи,Сумська область,50.7828,34.7844
Нижня Сироватка,Сумська область,50.7746,34.8292
Нижні Сірогози,Херсонська область,46.8458,34.3749
Нижнє Селище,Закарпатська область,48.1991,23.4476
Нижнє,Луганська область,48.7759,38.622
Миколаївка,Луганська область,48.5904,39.5221
Криве Озеро Друге,Миколаївська область,47.9304,30.3488
Миколаївка,Одеська область,47.539,30.7601
Нестерварка,Вінницька область,48.6876,28.8632
Нерубайське,Одеська область,46.5444,30.6292
Неполоківці,Чернівецька область,48.3881,25.6353
Немішаєве,Київська область,50.5594,30.0866
Нелипівці,Чернівецька область,48.4183,26.9221
Негровець,Закарпатська область,48.4541,23.6492
Недобоївці,Чернівецька область,48.4318,26.3672
Небилів,Івано-Франківська область,48.8151,24.2192
Нагірне,Одеська область,45.43,28.4485
Нагольно-Тарасівка,Луганська область,48.0013,39.477
Мужієво,Закарпатська область,48.1786,22.7023
Муровані Курилівці,Вінницька область,48.7181,27.5308
Муроване,Львівська область,49.5214,22.9367
Мурафа,Харківська область,50.0468,35.3292
Мошорине,Кіровоградська область,48.6226,32.7239
Мошни,Черкаська область,49.5275,31.7371
Морське,Автономна республіка Крим,44.8259,34.8031
Монастириська,Тернопільська область,49.0906,25.1715
Монастирище,Черкаська область,48.9949,29.8099
Молога,Одеська область,46.2165,30.2308
Молодія,Чернівецька область,48.2229,26.0235
Молочанськ,Запорізька область,47.2041,35.5979
Мліїв,Черкаська область,49.3369,31.517
Міусинськ,Луганська область,48.0775,38.9036
Мирний,Автономна республіка Крим,45.3079,33.035
Мирне,Одеська область,46.4681,30.3714
Мирнопілля,Одеська область,46.0584,29.3928
Минай,Закарпатська область,48.5888,22.275
Мілієве,Чернівецька область,48.3273,25.2892
Микулинці,Тернопільська область,49.3919,25.6069
Микуличин,Івано-Франківська область,48.409,24.609
Михайлівка,Луганська область,48.4976,38.9004
Михайлівка,Херсонська область,46.2811,32.6534
Михайлівка,Одеська область,45.9496,29.6966
Михайлівка,Автономна республіка Крим,45.1133,33.6107
Михалкове,Чернівецька область,48.5667,27.2966
Мигове,Чернівецька область,48.1561,25.3757
Петрашівка,Чернівецька область,48.1,26.1
Міжгір’я,Закарпатська область,48.5243,23.5009
Мілуватка,Луганська область,49.3399,38.1678
Мельниця-Подільська,Тернопільська область,48.6082,26.1666
Меліоративне,Дніпропетровська область,48.6205,35.4025
Майданецьке,Черкаська область,48.8167,30.7032
Маякі,Одеська область,46.4125,30.2672
Матвіївка,Запорізька область,47.0739,35.1449
Матроська,Одеська область,45.3421,28.7811
Масандра,Автономна республіка Крим,44.5152,34.1844
Маршинці,Чернівецька область,48.2119,26.2993
Маркова,Івано-Франківська область,48.6839,24.4258
Маринівка,Миколаївська область,47.776,30.8875
Мар’інка,Донецька область,47.9453,37.5054
Манява,Івано-Франківська область,48.6549,24.371
Маньківка,Черкаська область,48.9639,30.3363
Малий Раковець,Закарпатська область,48.2617,23.2076
Малий Маяк,Автономна республіка Крим,44.6136,34.3647
Малі Копані,Херсонська область,46.4359,32.7249
Малотаранівка,Донецька область,48.6617,37.5102
Маломихайлівка,Дніпропетровська область,48.0869,36.4143
Малокатеринівка,Запорізька область,47.6557,35.2573
Малокаховка,Херсонська область,46.7829,33.4466
Малодолинське,Одеська область,46.3564,30.6311
Малинці,Чернівецька область,48.4269,26.226
Малехів,Львівська область,49.8833,24.0667
Мала Перещепина,Полтавська область,49.3881,34.5801
Мала Бурімка,Черкаська область,49.6487,32.5977
Максимівка,Полтавська область,49.185,33.1738
Магдалинівка,Дніпропетровська область,48.912,34.9139
Лютіж,Київська область,50.6835,30.3932
Люта,Закарпатська область,48.8992,22.7735
Любохини,Волинська область,51.4788,24.2074
Любимівка,Херсонська область,46.8105,33.5684
Лиса Гора,Миколаївська область,48.1706,31.1099
Ларжанка,Одеська область,45.3549,28.7147
Львове,Херсонська область,46.7939,33.1547
Лужани,Чернівецька область,48.3592,25.7829
Лутовинівка,Полтавська область,49.2366,33.9011
Азовське,Запорізька область,46.8037,36.6794
Лукавці,Чернівецька область,48.2022,25.4123
Луків,Волинська область,51.0521,25.4006
Луганське,Донецька область,48.4447,38.2552
Лозівський,Луганська область,48.5624,38.882
Іванівське,Луганська область,48.5293,38.9183
Лопухів,Закарпатська область,48.3699,23.9714
Ломачинці,Чернівецька область,48.5843,27.3801
Любашівка,Одеська область,47.8339,30.2521
Лисичово,Закарпатська область,48.4952,23.2824
Лисец,Івано-Франківська область,48.8691,24.609
Липняжка,Кіровоградська область,48.4458,31.0807
Липини,Волинська область,50.7645,25.4076
Липецьке,Одеська область,47.7365,29.7152
Липецька Поляна,Закарпатська область,48.3312,23.3585
Липча,Закарпатська область,48.2619,23.3839
Лимани,Миколаївська область,46.7316,31.9685
Лиманське,Одеська область,46.6795,29.9723
Лиманське,Одеська область,45.4295,28.4133
Лиман,Харківська область,49.5936,36.4655
Літки,Київська область,50.709,30.7487
Ленківці,Чернівецька область,48.5074,26.7586
Вальянівське,Луганська область,48.0713,39.5533
Єди-Кую,Автономна республіка Крим,45.2986,35.7771
Лебедин,Черкаська область,48.9628,31.5257
Лазурне,Херсонська область,46.0829,32.5256
Лазірки,Полтавська область,50.0853,32.6487
Лази,Закарпатська область,48.0667,24.2333
Лазещина,Закарпатська область,48.2744,24.4156
Ларине,Донецька область,47.8889,37.9281
Ланівці,Тернопільська область,49.861,26.0905
Ланчин,Івано-Франківська область,48.5517,24.7492
Квасилів,Рівненська область,50.5623,26.2594
Кути,Івано-Франківська область,48.2625,25.1794
Попова Балка,Донецька область,47.809,38.2911
Кушугум,Запорізька область,47.7096,35.2164
Кушниця,Закарпатська область,48.4527,23.2617
Курилівка,Дніпропетровська область,48.5762,34.6054
Куп’янськ-Вузловий,Харківська область,49.6706,37.6432
Купка,Чернівецька область,48.048,25.7817
Кулиничі,Харківська область,49.9818,36.3828
Куликів,Львівська область,50.3142,24.8176
Токарівка,Миколаївська область,47.3059,31.0152
Кучурган,Одеська область,46.7219,29.9776
Крижопіль,Вінницька область,48.3821,28.8677
Крижанівка,Одеська область,46.5628,30.795
Криве Озеро,Миколаївська область,47.9476,30.347
Крива,Закарпатська область,48.1723,23.2365
Криничне,Одеська область,45.5376,28.6662
Кринична,Донецька область,48.1282,38.0259
Кринички,Дніпропетровська область,48.3744,34.462
Кричово,Закарпатська область,48.191,23.571
Кріпенський,Луганська область,48.0771,39.058
Красний Кут,Луганська область,48.2014,38.7976
Красне,Херсонська область,46.1315,32.7715
Красноторка,Донецька область,48.6854,37.5303
Краснопавлівка,Харківська область,49.137,36.3201
Краснокутськ,Харківська область,50.066,35.1628
Тепле,Луганська область,48.3124,39.5628
Красна Зорька,Автономна республіка Крим,45.1343,34.0401
Нова Каракуба,Донецька область,47.5579,37.0745
Красна,Івано-Франківська область,48.5746,24.696
Красна,Закарпатська область,48.2298,23.9444
Козіївка,Харківська область,50.1471,35.2218
Козельщина,Полтавська область,49.2173,33.8489
Ковалівка,Полтавська область,49.6112,34.7084
Ковалівка,Миколаївська область,47.2676,31.7356
Горбова,Чернівецька область,48.2,26.1667
Остриця,Чернівецька область,48.2833,26.05
Котловина,Одеська область,45.5069,28.5744
Котелеве,Чернівецька область,48.2835,26.3582
Костилівка,Закарпатська область,47.9933,24.2013
Костянтинівка,Миколаївська область,47.8306,31.1516
Кострижівка,Чернівецька область,48.6546,25.7092
Косівська Поляна,Закарпатська область,48.0045,24.1105
Кошманівка,Полтавська область,49.5281,34.9811
Кошельово,Закарпатська область,48.2384,23.3347
Коритне,Чернівецька область,48.3346,25.3891
Корсунці,Одеська область,46.5908,30.7649
Корсунь,Донецька область,48.2041,38.0826
Коровія,Чернівецька область,48.224,25.9719
Коротич,Харківська область,49.9474,36.0374
Коропец,Тернопільська область,48.9325,25.1777
Кореїз,Автономна республіка Крим,44.4315,34.084
Копичинці,Тернопільська область,49.103,25.9116
Кінські Роздори,Запорізька область,47.4118,36.4227
Кінецьпіль,Миколаївська область,48.0043,30.7866
Колоденка,Рівненська область,50.5856,26.316
Кулевча,Одеська область,46.0332,29.9403
Колінківці,Чернівецька область,48.4125,26.1246
Кольчино,Закарпатська область,48.4694,22.7578
Кодима,Одеська область,48.1031,29.126
Кочеток,Харківська область,49.88,36.7372
Кобижча,Чернігівська область,50.8285,31.5044
Кобилецька Поляна,Закарпатська область,48.0609,24.0719
Коболчин,Чернівецька область,48.5016,27.3686
Коблеве,Миколаївська область,46.665,31.208
Княжичі,Київська область,50.4627,30.7837
Ключарки,Закарпатська область,48.4186,22.6429
Клішківці,Чернівецька область,48.4234,26.2523
Кленовий,Луганська область,48.1193,39.4588
Клембівка,Вінницька область,48.3873,28.41
Клавдієво-Тарасове,Київська область,50.5842,30.0113
Китайгород,Дніпропетровська область,48.9005,34.4473
Кислиця,Одеська область,45.408,29.0362
Подвір'ївка,Чернівецька область,48.3197,26.7861
Киселів,Чернівецька область,48.5802,25.657
Обухівка,Дніпропетровська область,48.5488,34.8539
Кирнички,Одеська область,45.7054,29.0691
Кирнасівка,Вінницька область,48.5918,28.9792
Христинівка,Черкаська область,48.8128,29.9688
Хотів,Київська область,50.3307,30.4684
Хотин,Чернівецька область,48.5055,26.4898
Хоростків,Тернопільська область,49.2139,25.9196
Хорошеве,Харківська область,49.8517,36.2276
Хомутец,Полтавська область,50.0611,33.7204
Холодна Балка,Одеська область,46.6063,30.5836
Холмське,Одеська область,45.7591,29.2276
Химчин,Івано-Франківська область,48.3796,25.1485
Кегичівка,Харківська область,49.2866,35.7615
Козацьке,Херсонська область,46.7855,33.35
Козачі Лагері,Херсонська область,46.7054,32.9819
Катюжанка,Київська область,50.806,30.1376
Кашперівка,Київська область,49.4323,29.6812
Карнаухівка,Дніпропетровська область,48.4754,34.7363
Карапиші,Київська область,49.6442,30.7961
Карапчів,Чернівецька область,48.0815,25.8417
Карапчів,Чернівецька область,48.3242,25.448
Капітанівка,Кіровоградська область,48.9202,31.7163
Комиш-Зоря,Запорізька область,47.3307,36.6957
Комишня,Полтавська область,50.1864,33.6831
Комишівка,Одеська область,45.5188,29.1238
Комишуваха,Запорізька область,47.7149,35.5241
Комишани,Херсонська область,46.6399,32.5034
Кам’янське,Одеська область,45.8191,29.2589
Кам’янське,Дніпропетровська область,47.6182,34.4278
Кам’янське,Запорізька область,47.5392,35.3737
Кам’яний Брід,Житомирська область,50.416,27.8397
Кам’яне,Луганська область,48.1683,39.1654
Кам'яна,Чернівецька область,48.2329,25.8503
Кам'янка,Чернівецька область,48.0279,25.8996
Кам’янка,Одеська область,45.5639,28.8819
Калини,Закарпатська область,48.144,23.8739
Калинове,Луганська область,48.5666,38.5192
Калинівка,Миколаївська область,47.0473,32.1807
Калчева,Одеська область,45.7361,28.8077
Каланчак,Херсонська область,46.255,33.2906
Каїри,Херсонська область,46.9461,33.7052
Ізобільне,Автономна республіка Крим,44.7028,34.3536
Їжівці,Чернівецька область,48.0253,25.6463
Іза,Закарпатська область,48.2152,23.3287
Іванівці,Чернівецька область,48.4885,27.0336
Яноші,Закарпатська область,48.2537,22.627
Іванівка,Луганська область,48.2431,38.945
Іванівка,Запорізька область,47.4778,34.76
Іванівка,Одеська область,46.9746,30.4694
Іванівка,Херсонська область,46.7127,34.5498
Іванопіль,Житомирська область,49.8606,28.2156
Іспас,Чернівецька область,48.2988,25.2694
Іршава,Закарпатська область,48.3123,23.0406
Імстичово,Закарпатська область,48.2958,23.1946
Ільниця,Закарпатська область,48.3566,23.0762
Яворницьке,Дніпропетровська область,48.4046,35.2793
Градениці,Одеська область,46.5969,30.0024
Гвізд,Івано-Франківська область,48.6815,24.546
Зарічне,Дніпропетровська область,48.7325,35.3093
Гусятин,Тернопільська область,49.0712,26.2046
Гурзуф,Автономна республіка Крим,44.5508,34.2909
Гукливий,Закарпатська область,48.7092,23.2459
Губиниха,Дніпропетровська область,48.808,35.2583
Грушово,Закарпатська область,48.0068,23.7743
Грушівка,Автономна республіка Крим,45.0216,34.9724
Грозинці,Чернівецька область,48.4252,26.1486
Гриців,Хмельницька область,49.9719,27.2169
Гришине,Донецька область,48.3276,37.0806
Гресівський,Автономна республіка Крим,45.008,34.0266
Гранів,Вінницька область,48.8709,29.5631
Градизьк,Полтавська область,49.2394,33.1394
Гожули,Полтавська область,49.6091,34.4519
Городнє,Одеська область,45.892,28.8495
Городище,Рівненська область,50.6397,26.3657
Городище,Луганська область,48.3218,38.6394
Городенка,Івано-Франківська область,48.669,25.5033
Гірник,Львівська область,50.3315,24.1954
Кирилівка,Запорізька область,46.3718,35.3701
Голубине,Закарпатська область,48.5694,22.9718
Головківка,Кіровоградська область,48.5762,33.0712
Гольмівський,Донецька область,48.4039,38.082
Гоголеве,Полтавська область,49.9211,33.8224
Гоголів,Київська область,50.5186,31.0224
Глухівці,Вінницька область,49.7715,28.7298
Глибокий Потік,Закарпатська область,48.0577,23.8959
Глибочиця,Житомирська область,50.2799,28.7779
Глобине,Полтавська область,49.3789,33.2756
Глинне,Рівненська область,51.5264,27.4128
Главані,Одеська область,45.8447,29.195
Гладківка,Херсонська область,46.4111,32.6405
Герца,Чернівецька область,48.1475,26.2619
Георгіївка,Луганська область,48.4228,39.2528
Гать,Закарпатська область,48.3215,22.6381
Ганичі,Закарпатська область,48.127,23.821
Гандрабури,Одеська область,47.7173,29.8681
Галицинове,Миколаївська область,46.8004,31.9513
Захарівка,Одеська область,47.3313,29.754
Партеніт,Автономна республіка Крим,44.578,34.3446
Азовське,Херсонська область,46.2644,34.8637
Фащівка,Луганська область,48.2739,38.6206
Фанчиково,Закарпатська область,48.1137,22.9445
Есхар,Харківська область,49.7974,36.5902
Любимівка,Луганська область,48.0464,39.4385
Дунаївці,Хмельницька область,49.0212,26.8408
Дудчани,Херсонська область,47.1856,33.7639
Дударків,Київська область,50.445,30.9494
Нижня Апша,Закарпатська область,48.0037,23.8329
Дубове,Закарпатська область,48.1747,23.8869
Дубляни,Львівська область,49.9041,24.0864
Дубляни,Львівська область,49.5033,23.3989
Хутір-Михайлівський,Сумська область,52.0477,33.9453
Дерцен,Закарпатська область,48.3365,22.6826
Драчинці,Чернівецька область,48.3165,25.7006
Драбів,Черкаська область,49.9589,32.1503
Яремче,Івано-Франківська область,48.4489,24.5533
Донське,Донецька область,47.5136,37.5373
Донецький,Луганська область,48.6996,38.6763
Домантове,Черкаська область,49.6734,31.914
Доманівка,Миколаївська область,47.6287,30.9865
Долинське,Одеська область,45.4688,28.3255
Добрянське,Закарпатська область,48.066,23.7147
Дніпряни,Херсонська область,46.7485,33.2663
Дніпровське,Дніпропетровська область,48.5904,34.4139
Дніпровка,Запорізька область,47.4284,34.6182
Делжилер,Одеська область,45.8397,29.4872
Дмитрівка,Одеська область,45.6419,29.3722
Дмитрівка,Донецька область,47.9361,38.9366
Дивізія,Одеська область,45.9438,29.9652
Динівці,Чернівецька область,48.3177,26.2945
Олександрійське,Кіровоградська область,48.6044,32.9885
Дмитрівка,Одеська область,45.969,28.9885
Раухівка,Одеська область,47.1667,30.8177
Делятин,Івано-Франківська область,48.5248,24.6257
Ділове,Закарпатська область,47.9356,24.1713
